sent_id	tok_i_id	tok_j_id	upos_i	upos_j	deprel_i	deprel_j	lang_i	lang_j	switch	relation
14	9	10	CCONJ	ADJ	cc	conj	en	en	false	within
15	1	2	DET	NOUN	det	obj	en	tr	true	within
15	2	3	NOUN	VERB	obj	root	tr	tr	false	within
16	1	2	NOUN	VERB	obj	root	tr	tr	false	within
16	2	4	VERB	CCONJ	root	cc	tr	tr	false	boundary
16	4	5	CCONJ	ADV	cc	advmod	tr	tr	false	within
16	5	6	ADV	ADJ	advmod	conj	tr	en	true	within
17	1	2	ADJ	DET	amod	det	en	tr	true	within
17	2	3	DET	NOUN	det	nsubj	tr	en	true	within
17	3	4	NOUN	ADJ	nsubj	root	en	tr	true	within
17	4	5	ADJ	ADV	root	advmod	tr	tr	false	within
18	1	3	VERB	DET	root	det	en	tr	true	boundary
18	3	4	DET	NOUN	det	parataxis	tr	tr	false	within
19	1	2	DET	ADP	advmod	fixed	en	en	false	within
19	2	3	ADP	DET	fixed	fixed	en	en	false	within
19	3	4	DET	ADJ	fixed	fixed	en	en	false	within
19	4	5	ADJ	NOUN	fixed	obl	en	tr	true	boundary
19	5	6	NOUN	NOUN	obl	compound	tr	tr	false	within
19	6	7	NOUN	VERB	compound	root	tr	tr	false	within
20	1	2	VERB	ADP	root	case	en	en	false	boundary
20	2	3	ADP	PRON	case	obl	en	en	false	within
20	3	4	PRON	DET	obl	det	en	tr	true	boundary
20	4	5	DET	NOUN	det	discourse	tr	tr	false	within
21	1	3	NOUN	PRON	discourse	nsubj	en	en	false	within
21	3	4	PRON	VERB	nsubj	root	en	en	false	within
21	4	5	VERB	ADV	root	advmod	en	tr	true	boundary
21	5	6	ADV	ADJ	advmod	amod	tr	tr	false	within
21	6	7	ADJ	DET	amod	det	tr	tr	false	within
21	7	8	DET	NOUN	det	nsubj	tr	tr	false	within
21	8	9	NOUN	VERB	nsubj	ccomp	tr	tr	false	within
22	1	3	NOUN	NOUN	discourse	obl	tr	tr	false	within
22	3	4	NOUN	VERB	obl	root	tr	tr	false	within
22	4	6	VERB	PRON	root	nsubj	tr	en	true	boundary
22	6	7	PRON	VERB	nsubj	parataxis	en	en	false	within
22	7	8	VERB	ADJ	parataxis	discourse	en	en	false	within
23	1	2	PRON	ADV	nsubj	advmod	tr	tr	false	within
23	2	3	ADV	ADJ	advmod	root	tr	en	true	within
23	3	4	ADJ	AUX	root	aux	en	tr	true	within
23	4	5	AUX	CCONJ	aux	discourse	tr	tr	false	within
24	1	2	VERB	SCONJ	root	mark	en	en	false	boundary
24	2	3	SCONJ	DET	mark	det	en	tr	true	boundary
24	3	4	DET	NOUN	det	obl	tr	tr	false	within
24	4	5	NOUN	PRON	obl	obl	tr	tr	false	within
24	5	6	PRON	VERB	obl	ccomp	tr	tr	false	within
25	1	2	PRON	NOUN	nsubj	obj	tr	tr	false	boundary
25	2	3	NOUN	NUM	obj	nummod	tr	tr	false	boundary
25	3	4	NUM	NOUN	nummod	obl	tr	tr	false	within
25	4	5	NOUN	NOUN	obl	compound	tr	en	true	within
25	5	6	NOUN	VERB	compound	xcomp	en	tr	true	within
25	6	7	VERB	VERB	xcomp	advcl	tr	tr	false	within
25	7	8	VERB	DET	advcl	det	tr	en	true	boundary
25	8	9	DET	NOUN	det	nsubj	en	en	false	within
25	9	10	NOUN	VERB	nsubj	root	en	en	false	within
25	10	11	VERB	VERB	root	xcomp	en	en	false	within
26	1	3	VERB	VERB	root	conj	tr	tr	false	within
27	1	2	VERB	NOUN	discourse	compound	tr	en	true	within
27	2	3	NOUN	VERB	compound	root	en	tr	true	within
28	1	2	PRON	ADJ	nsubj	root	en	en	false	within
28	2	4	ADJ	ADV	root	advmod	en	tr	true	boundary
28	4	5	ADV	ADV	advmod	advmod	tr	tr	false	within
28	5	6	ADV	VERB	advmod	parataxis	tr	tr	false	within
29	1	2	ADV	ADV	advmod	advmod	en	tr	true	within
29	2	3	ADV	VERB	advmod	root	tr	tr	false	within
30	1	2	ADP	NOUN	discourse	fixed	en	en	false	within
30	2	3	NOUN	NOUN	fixed	obl	en	tr	true	boundary
30	3	4	NOUN	VERB	obl	root	tr	tr	false	within
30	4	6	VERB	VERB	root	parataxis	tr	tr	false	within
30	6	7	VERB	AUX	parataxis	aux	tr	tr	false	within
30	7	8	AUX	PART	aux	discourse	tr	tr	false	within
30	8	9	PART	PRON	discourse	nmod	tr	tr	false	boundary
30	9	10	PRON	ADP	nmod	case	tr	tr	false	within
30	10	11	ADP	NOUN	case	obj	tr	tr	false	boundary
31	1	2	NOUN	ADV	nmod	advmod	tr	tr	false	boundary
31	2	3	ADV	ADJ	advmod	amod	tr	tr	false	within
31	3	4	ADJ	NOUN	amod	compound	tr	en	true	within
31	4	5	NOUN	NOUN	compound	obl	en	tr	true	within
31	5	6	NOUN	ADJ	obl	root	tr	tr	false	within
31	6	7	ADJ	ADJ	root	fixed	tr	tr	false	within
31	7	9	ADJ	NOUN	fixed	nsubj	tr	en	true	boundary
31	9	10	NOUN	VERB	nsubj	parataxis	en	en	false	within
31	10	11	VERB	NOUN	parataxis	obj	en	en	false	within
32	1	2	NOUN	ADV	nsubj	advmod	en	en	false	within
32	2	3	ADV	VERB	advmod	root	en	tr	true	within
32	3	4	VERB	SCONJ	root	mark	tr	tr	false	boundary
32	4	5	SCONJ	VERB	mark	obj	tr	tr	false	within
32	5	6	VERB	VERB	obj	ccomp	tr	tr	false	within
33	1	2	PROPN	PRON	nsubj	obj	tr	tr	false	within
33	2	3	PRON	PRON	obj	obj	tr	tr	false	boundary
33	3	4	PRON	NOUN	obj	compound	tr	en	true	within
33	4	5	NOUN	VERB	compound	advcl	en	tr	true	within
33	5	6	VERB	SCONJ	advcl	mark	tr	tr	false	within
33	6	7	SCONJ	AUX	mark	aux	tr	tr	false	boundary
33	7	8	AUX	VERB	aux	root	tr	tr	false	within
34	1	2	ADJ	NOUN	amod	obl	tr	tr	false	within
34	2	3	NOUN	NOUN	obl	compound	tr	en	true	within
34	3	4	NOUN	NOUN	compound	compound	en	en	false	within
34	4	5	NOUN	VERB	compound	root	en	tr	true	within
35	1	2	NOUN	ADV	discourse	advmod	tr	en	true	within
35	2	3	ADV	PRON	advmod	root	en	tr	true	within
35	3	4	PRON	PROPN	root	nsubj	tr	tr	false	within
36	1	2	NOUN	ADV	nsubj	advmod	tr	tr	false	boundary
36	2	3	ADV	ADJ	advmod	amod	tr	en	true	within
36	3	4	ADJ	NOUN	amod	obj	en	tr	true	within
36	4	5	NOUN	VERB	obj	xcomp	tr	tr	false	within
36	5	6	VERB	VERB	xcomp	ccomp	tr	tr	false	within
36	6	7	VERB	SCONJ	ccomp	mark	tr	tr	false	within
36	7	8	SCONJ	VERB	mark	root	tr	tr	false	boundary
37	1	2	NOUN	NOUN	obl	compound	tr	tr	false	boundary
37	2	3	NOUN	VERB	compound	advcl	tr	tr	false	within
37	3	4	VERB	VERB	advcl	acl	tr	tr	false	within
37	4	5	VERB	NUM	acl	nummod	tr	tr	false	boundary
37	5	6	NUM	NOUN	nummod	amod	tr	tr	false	within
37	6	7	NOUN	PROPN	amod	nmod	tr	tr	false	within
37	7	8	PROPN	PROPN	nmod	flat	tr	tr	false	within
37	8	9	PROPN	NOUN	flat	root	tr	tr	false	boundary
38	1	2	NOUN	ADJ	compound	amod	tr	en	true	boundary
38	2	3	ADJ	DET	amod	det	en	tr	true	within
38	3	4	DET	NOUN	det	nsubj	tr	tr	false	within
38	4	5	NOUN	VERB	nsubj	root	tr	tr	false	within
39	1	3	ADV	CCONJ	advmod	discourse	tr	en	true	within
39	3	4	CCONJ	ADV	discourse	advmod	en	en	false	within
39	4	6	ADV	ADV	advmod	advmod	en	tr	true	boundary
39	6	7	ADV	NOUN	advmod	nmod	tr	tr	false	boundary
39	7	8	NOUN	NOUN	nmod	obl	tr	tr	false	within
39	8	9	NOUN	VERB	obl	acl	tr	tr	false	within
39	9	10	VERB	DET	acl	det	tr	tr	false	within
39	10	11	DET	NOUN	det	root	tr	tr	false	within
40	1	2	VERB	PRON	root	nsubj	tr	tr	false	within
40	2	3	PRON	PART	nsubj	discourse	tr	tr	false	within
41	1	2	PROPN	NOUN	nmod	flat	tr	tr	false	within
41	2	3	NOUN	NOUN	flat	obj	tr	tr	false	boundary
41	3	4	NOUN	VERB	obj	root	tr	tr	false	within
42	1	2	ADV	VERB	advmod	advcl	tr	tr	false	within
42	2	3	VERB	NOUN	advcl	obl	tr	tr	false	within
42	3	4	NOUN	PRON	obl	nsubj	tr	tr	false	boundary
42	4	5	PRON	ADV	nsubj	advmod	tr	tr	false	within
42	5	6	ADV	ADV	advmod	advmod	tr	en	true	within
42	6	7	ADV	ADJ	advmod	root	en	en	false	within
43	1	2	VERB	PART	root	advmod	en	en	false	within
43	2	3	PART	VERB	advmod	xcomp	en	en	false	within
43	3	4	VERB	ADV	xcomp	advmod	en	en	false	within
43	4	5	ADV	PRON	advmod	discourse	en	tr	true	boundary
44	1	2	ADV	ADP	root	case	en	en	false	boundary
44	2	3	ADP	PROPN	case	obl	en	tr	true	within
45	1	2	PRON	VERB	obl	nmod	tr	en	true	boundary
45	2	3	VERB	NOUN	nmod	obj	en	en	false	within
45	3	4	NOUN	NOUN	obj	compound	en	en	false	within
45	4	5	NOUN	VERB	compound	root	en	tr	true	within
45	5	6	VERB	AUX	root	aux	tr	tr	false	within
46	1	2	PRON	DET	nsubj	det	tr	tr	false	boundary
46	2	3	DET	NOUN	det	obj	tr	tr	false	within
46	3	4	NOUN	DET	obj	det	tr	tr	false	boundary
46	4	5	DET	NOUN	det	obl	tr	tr	false	within
46	5	6	NOUN	VERB	obl	root	tr	tr	false	within
47	1	2	PRON	PART	nsubj	advmod	en	en	false	within
47	2	3	PART	VERB	advmod	root	en	en	false	within
47	3	4	VERB	PART	root	mark	en	en	false	boundary
47	4	5	PART	PRON	mark	obj	en	tr	true	within
47	5	6	PRON	VERB	obj	xcomp	tr	tr	false	within
47	6	7	VERB	DET	xcomp	det	tr	tr	false	boundary
47	7	8	DET	NOUN	det	discourse	tr	tr	false	within
48	1	2	ADV	ADJ	advmod	root	tr	tr	false	within
48	2	3	ADJ	ADP	root	case	tr	en	true	boundary
48	3	4	ADP	DET	case	det	en	en	false	within
48	4	5	DET	NOUN	det	obl	en	en	false	within
49	1	2	PRON	NOUN	nsubj	compound	tr	en	true	within
49	2	3	NOUN	VERB	compound	obl	en	tr	true	within
49	3	4	VERB	ADJ	obl	compound	tr	tr	false	within
49	4	5	ADJ	VERB	compound	acl	tr	tr	false	within
49	5	6	VERB	NUM	acl	nummod	tr	tr	false	within
49	6	7	NUM	NOUN	nummod	root	tr	tr	false	within
50	1	2	PRON	ADV	nsubj	advmod	en	en	false	within
50	2	3	ADV	VERB	advmod	root	en	en	false	within
50	3	4	VERB	DET	root	det	en	en	false	boundary
50	4	5	DET	NOUN	det	compound	en	tr	true	within
50	5	6	NOUN	NOUN	compound	obj	tr	tr	false	within
50	6	7	NOUN	ADP	obj	case	tr	en	true	boundary
50	7	8	ADP	ADJ	case	amod	en	en	false	within
50	8	9	ADJ	NOUN	amod	nmod	en	en	false	within
50	9	10	NOUN	ADJ	nmod	advmod	en	en	false	within
50	10	11	ADJ	ADP	advmod	case	en	en	false	boundary
50	11	12	ADP	PRON	case	obl	en	en	false	within
50	12	13	PRON	DET	obl	det	en	en	false	boundary
50	13	14	DET	NOUN	det	obj	en	tr	true	within
50	14	15	NOUN	CCONJ	obj	cc	tr	en	true	boundary
50	15	16	CCONJ	DET	cc	det	en	en	false	within
50	16	17	DET	ADJ	det	amod	en	en	false	within
50	17	18	ADJ	PROPN	amod	compound	en	en	false	within
50	18	19	PROPN	NOUN	compound	conj	en	en	false	within
51	1	2	PRON	VERB	nsubj	root	en	en	false	within
51	2	3	VERB	PRON	root	nsubj	en	en	false	boundary
51	3	4	PRON	NOUN	nsubj	obl	en	tr	true	within
51	4	5	NOUN	VERB	obl	ccomp	tr	tr	false	within
51	5	6	VERB	SCONJ	ccomp	mark	tr	en	true	boundary
51	6	7	SCONJ	PRON	mark	nsubj	en	en	false	within
51	7	8	PRON	AUX	nsubj	aux	en	en	false	within
51	8	9	AUX	VERB	aux	advcl	en	en	false	within
51	9	10	VERB	PROPN	advcl	obj	en	tr	true	within
